Timeline,Start time,Duration,Row,Original Instance,BOB,COMMENTS,CP,D COVERAGES,D KIND OF SCREEN,D POST UP,D ROLL,D SCREEN LOCATION,D SCREENER,D SITUATION,GENERATOR,GRAVITY HANDLER PLAYER,GRAVITY SCREENER,GRAVITY SCREENER PLAYER,HANDLER GRAVITY,MOVES,O COVERAGES,O KIND OF SCREEN,O POST UP,O ROLL,O SCREEN LOCATION,O SCREENER,OPPONENTS PLAY CALLS,PAINT TOUCHES,PLAN/BROKEN PLAY,PLAY CALLS,PLAYER PT,PLAYERS,PLAYERS 2ND,PRESSING,QUALITY,QUARTER,RESULTS,RESULTS 2ND,SITUATION,SOB,SPECIAL,Shot Location,VIDEO,ZONE,Ungrouped,Notes,Flags,ocr_quarter,start_time_game_clock,player_name,action,action_game_clock,shot_clock,team1_score,team2_score,team1_p1_name,team1_p2_name,team1_p3_name,team1_p4_name,team1_p5_name,team2_p1_name,team2_p2_name,team2_p3_name,team2_p4_name,team2_p5_name
Venezia - Olimpia Milano 26-04-26,1681.428642171,10.952706257999807,DEFENSE,DEFENSE: 35,,,,,,,,,,BACK SCREENS,,,,,,,,,,,,,SOB,CUT,,,#12 Brooks Armoni,#12 Brooks Armoni,,,5,2 Q,IN+,,,,,Rim,Y,,,,,2,05:06,Nebo Josh,PERSONAL_FOUL_RECEIVED,04:45,11,24,44,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,1757.433538339,12.203062788999887,DEFENSE,DEFENSE: 36,,,,SLIP,SLIP,,,TOP L,4,P&R Handler,,#12 Brooks Armoni,SCREENER,#16 Le Day Zach,HANDLER,,,,,,,,AWAY,P&R,,,#12 Brooks Armoni,#31 Shields Shavon,,,1,2 Q,TO,,,,,,Y,,,,,2,04:37,Shields Shavon,STEAL,04:36,22,24,45,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,1789.3969484139789,19.21128582302117,DEFENSE,DEFENSE: 37,,,,,,,,,,1on1,,,,,,,,,,,,,AWAY,DR P,,,#3 Ellis Quinn,#3 Ellis Quinn,,,3,2 Q,2-2 FT,,,,,Paint,Y,,,,,2,04:16,Ellis Quinn,PERSONAL_FOUL,04:12,20,24,45,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,1878.383860709,6.797991859000149,DEFENSE,DEFENSE: 38,,,,DROP,,,,TOP R,5,P&R Handler,OR,#31 Shields Shavon,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,DRAG,,,,,#32 Nebo Josh,,,2,2 Q,IN-,,,,,Rim,Y,,,,,2,03:43,Shields Shavon,TWO_POINT_MISSED,03:22,11,28,45,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,1883.7372303,7.909234764000075,DEFENSE,DEFENSE: 39,,,,,,,,,,OR,OR,,,,,,,,,,,,OR,,,,,#31 Shields Shavon,,,,2 Q,2-2 FT,,,,,Rim,Y,,,,,2,03:38,Shields Shavon,TWO_POINT_MISSED,03:22,11,28,45,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,1987.346150221,10.671195011999998,DEFENSE,DEFENSE: 40,,,,FLAT,SLIP,,,SIDE R,5,P&R Handler,,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,DRAG,,,,,#12 Brooks Armoni,,,3,2 Q,3P+,,,,,Right Wing 3,Y,,,,,2,03:10,Ellis Quinn,TWO_POINT_MADE,03:01,,31,47,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2043.0823333333333,16.640215188666843,DEFENSE,DEFENSE: 41,,,,PUSH,,,,SIDE OUT R,5,P&R 1on1,,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,DRAG EMPTY CORNER,ROLL,,,#16 Le Day Zach,#16 Le Day Zach,,,3,2 Q,3P+,,,,,Right Wing 3,Y,,,,,2,02:50,LeDay Zach,TWO_POINT_MADE,02:26,14,34,50,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2082.334527839,18.245321061999675,DEFENSE,DEFENSE: 42,,,,,,,,,,FB,,,,,,,,,,,,,FB,TR A,,,#16 Le Day Zach,#16 Le Day Zach,,,5,2 Q,2P + 0,,,,,Rim,Y,,,,,2,02:13,Shields Shavon,THREE_POINT_MISSED,02:00,21,38,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2128.282333334,7.423278886999924,DEFENSE,DEFENSE: 43,,,,,,,,,,OR,,,,,,,,,,,,,OR,,,,,#32 Nebo Josh,,,4,2 Q,IN+,,,,,Paint,Y,,,,,2,02:09,Shields Shavon,THREE_POINT_MISSED,02:00,21,38,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2189.638585886,27.79692522511141,DEFENSE,DEFENSE: 44,,,,SWITCH 1on1,GHOST,,,ELBOW L,,P&R Handler,,#10 Bolmaro Leandro,SCREENER,#31 Shields Shavon,HANDLER,,,,,,,,AWAY SMALL,DR P,,,,#31 Shields Shavon,#31 Shields Shavon,,2,2 Q,1-2 FT,,,,,Paint,Y,,,,,2,01:34,Shields Shavon,PERSONAL_FOUL,01:32,22,38,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
